Measure:volume,Left-Lateral-Ventricle,Left-Inf-Lat-Vent,Left-Cerebellum-White-Matter,Left-Cerebellum-Cortex,Left-Thalamus-Proper,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,CSF,Left-Accumbens-area,Left-VentralDC,Left-vessel,Left-choroid-plexus,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus-Proper,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-vessel,Right-choroid-plexus,5th-Ventricle,WM-hypointensities,Left-WM-hypointensities,Right-WM-hypointensities,non-WM-hypointensities,Left-non-WM-hypointensities,Right-non-WM-hypointensities,Optic-Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior,BrainSegVol,BrainSegVolNotVent,BrainSegVolNotVentSurf,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,SupraTentorialVolNotVentVox,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol
sub-bh27_ses-01_run-01_T1w,8559.9,256.6,14066.9,54015.9,6775.8,3092.8,4969.8,2018.9,1080.0,1952.2,20296.4,3855.3,1748.1,1137.7,503.6,4226.4,0.0,599.3,6775.6,460.0,14609.5,53547.5,6770.8,3306.0,5011.5,1672.2,4073.1,1717.3,451.3,4426.9,0.0,566.5,0.0,919.8,0.0,0.0,0.0,0.0,0.0,0.0,1128.9,699.8,882.7,1030.6,814.5,1075846.0,1055209.0,1055200.90182,228212.965956,224289.750291,452502.716247,207894.856527,204602.329042,412497.185569,55725.0,615388.716247,938541.901817,921880.901817,920733.0,1337905.0,0.745636,0.927261,6.0,11.0,17.0,1442856.33101
sub-bh27_ses-02_run-01_T1w,8582.9,283.8,13835.4,53219.7,6886.2,3189.6,5111.3,2099.0,1043.1,1931.5,20161.3,3770.6,1799.8,1126.4,501.6,4303.2,0.0,629.1,6722.5,493.7,14497.3,53372.6,6798.4,3391.7,5019.2,1680.0,3951.9,1780.8,456.1,4437.4,0.0,631.5,0.0,628.9,0.0,0.0,0.0,0.0,0.0,0.0,1125.9,689.3,889.8,983.8,825.0,1075509.0,1054765.0,1054754.38527,232083.656801,228200.472403,460284.129204,204279.863245,200793.392823,405073.256068,56201.0,622437.129204,939630.385271,922804.385271,921569.0,1335943.0,0.77945,0.968194,12.0,10.0,22.0,1379830.20235
sub-bh27_ses-03_run-01_T1w,8845.8,298.7,14145.4,53829.2,6928.4,3205.0,5121.2,2022.0,1074.8,1983.0,20182.6,3803.1,1692.3,1134.0,460.4,4226.7,0.0,627.8,6893.2,500.6,14756.8,53828.8,6849.1,3375.5,5034.9,1683.5,3973.5,1706.6,455.4,4465.9,0.0,613.5,0.0,610.1,0.0,0.0,0.0,0.0,0.0,0.0,1119.6,712.4,837.6,1010.6,815.9,1074560.0,1053217.0,1053146.84386,230490.151104,228168.674323,458658.825427,203010.195076,200738.823352,403749.018427,55958.0,621663.825427,936867.843855,919569.843855,918436.0,1334121.0,0.742672,0.922065,13.0,16.0,29.0,1446883.45941
sub-bh27_ses-04_run-01_T1w,8840.5,303.7,13932.2,53971.8,6532.1,3200.2,5095.5,2103.9,1075.2,1964.5,20360.4,3822.8,1712.2,1122.7,486.4,4347.3,0.0,686.0,6927.3,479.5,14653.2,54417.5,6611.6,3336.6,5094.5,1735.6,3984.1,1731.4,452.4,4440.1,0.0,652.7,0.0,687.7,0.0,0.0,0.0,0.0,0.0,0.0,1106.2,703.8,857.1,964.1,834.0,1073100.0,1051718.0,1051677.31737,230110.033112,222948.414813,453058.447925,204540.149225,203262.72022,407802.869444,55701.0,616354.447925,935237.31737,917858.31737,916603.0,1332336.0,0.734308,0.911699,12.0,20.0,32.0,1461376.57103
sub-bh27_ses-05_run-01_T1w,8591.3,304.9,13961.7,54342.6,6800.9,3196.2,5132.7,2072.0,1072.3,1914.6,20189.4,3886.3,1675.6,1127.4,475.5,4317.6,0.0,672.3,6780.8,491.9,14548.5,54771.9,6949.7,3377.0,5002.8,1693.2,4035.8,1660.5,461.0,4432.2,0.0,656.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,1124.8,682.3,820.5,951.7,818.0,1079515.0,1058602.0,1058723.67371,230225.972158,225426.678302,455652.65046,206952.255185,204189.768069,411142.023254,56273.0,620192.65046,941296.673714,924313.673714,922946.0,1338367.0,0.743795,0.922146,16.0,17.0,33.0,1451361.72158
sub-bh27_ses-06_run-01_T1w,8512.0,267.8,13879.1,54217.9,6689.2,3209.7,5145.1,2149.9,1052.8,1942.2,20432.9,3787.2,1835.6,1129.1,482.1,4250.1,0.0,656.9,6716.9,480.3,14899.7,53743.1,6585.6,3421.2,5064.1,1773.1,3949.8,1798.1,439.7,4499.6,0.0,631.5,0.0,697.2,0.0,0.0,0.0,0.0,0.0,0.0,1125.2,671.3,848.6,978.5,847.0,1076274.0,1055535.0,1055332.2308,231101.404373,227289.570237,458390.974611,204309.435536,201707.820657,406017.256193,56117.0,621556.974611,938526.230803,921770.230803,920728.0,1336123.0,0.743825,0.92341,8.0,16.0,24.0,1446944.69598
sub-bh27_ses-07_run-01_T1w,8721.7,288.3,14152.0,53420.5,6814.3,3202.9,5141.5,2039.5,1065.9,1944.4,20142.3,3843.5,1663.9,1136.2,498.2,4253.5,0.0,687.4,6867.5,502.6,14670.2,53591.8,6742.5,3389.5,5085.9,1703.3,3959.7,1753.3,478.5,4478.9,0.0,661.9,0.0,613.7,0.0,0.0,0.0,0.0,0.0,0.0,1109.7,675.5,818.5,1003.3,839.8,1073808.0,1052578.0,1052617.78927,230376.004796,226411.927742,456787.932537,204406.407367,201190.449362,405596.856729,56099.0,619286.932537,937028.789267,919795.789267,918444.0,1336520.0,0.742412,0.924047,9.0,9.0,18.0,1446377.23922
sub-dn20_ses-01_run-01_T1w,7143.2,619.5,14897.7,52382.5,7464.4,3536.5,4983.5,2034.0,797.7,2252.9,21023.3,4110.6,1849.2,1133.7,594.3,4551.4,0.0,745.5,6066.8,290.6,14384.4,53917.8,7252.6,3680.0,5021.1,1785.7,4012.6,2112.4,642.3,4425.0,0.0,783.8,0.0,771.1,0.0,0.0,0.0,0.0,0.0,0.0,953.3,512.8,887.0,516.6,1373.5,1204373.0,1185416.0,1185441.66478,257279.36747,254336.699339,511616.066809,238686.596192,240082.001782,478768.597974,59772.0,678862.066809,1066318.66478,1051314.66478,1050131.0,1494536.0,0.866146,1.074821,8.0,9.0,17.0,1390496.96125
sub-dn20_ses-02_run-01_T1w,7250.4,644.3,15035.8,51778.6,7554.4,3596.8,5090.5,2047.2,767.7,2220.7,21034.5,4044.3,1900.2,1141.8,626.6,4546.1,0.0,733.6,6092.3,326.5,14421.8,53573.1,7446.7,3737.0,5222.9,1812.6,4006.5,2141.7,636.7,4398.1,0.0,813.3,0.0,557.1,0.0,0.0,0.0,0.0,0.0,0.0,962.5,514.9,892.2,521.8,1433.8,1207276.0,1188107.0,1188471.98727,260974.371744,259348.977043,520323.348786,236303.166342,237102.472144,473405.638486,60262.0,686926.348786,1070370.98727,1055137.98727,1053626.0,1491376.0,0.895546,1.106289,17.0,16.0,33.0,1348088.67318
sub-dn20_ses-03_run-01_T1w,7173.8,582.1,15059.2,52860.5,7671.9,3601.6,5099.2,1994.3,742.4,2250.1,21198.5,4069.1,1853.3,1162.1,586.9,4551.9,0.0,666.4,5989.0,300.7,14462.7,54325.3,7501.2,3758.0,5173.2,1738.1,3994.2,2034.0,625.0,4460.1,0.0,796.0,0.0,579.5,0.0,0.0,0.0,0.0,0.0,0.0,969.8,508.7,901.0,520.3,1404.6,1203017.0,1184095.0,1184213.28725,259604.285116,258771.485212,518375.770328,234223.976808,235089.540111,469313.516918,60092.0,686674.770328,1063904.28725,1048929.28725,1047663.0,1493528.0,0.917308,1.138825,18.0,7.0,25.0,1311464.45373
sub-dn20_ses-04_run-01_T1w,7099.7,612.0,14767.0,52870.4,7607.3,3581.5,5145.4,2101.9,739.9,2209.1,21272.6,4066.6,1851.3,1165.2,553.3,4566.0,0.0,694.3,5955.4,309.1,14302.4,54816.3,7664.8,3771.8,5133.0,1719.5,4063.1,2072.5,618.8,4454.4,0.0,876.2,0.0,595.3,0.0,0.0,0.0,0.0,0.0,0.0,970.4,517.2,883.9,511.3,1408.1,1212136.0,1193221.0,1193485.96855,262686.766649,261615.282133,524302.048782,235317.673166,237062.246598,472379.919764,60428.0,693315.048782,1073238.96855,1058234.96855,1056845.0,1496891.0,0.887402,1.09587,17.0,16.0,33.0,1365938.54964
sub-dn20_ses-05_run-01_T1w,6947.8,585.0,15194.3,53442.2,7583.7,3619.7,5123.0,2057.2,706.4,2214.4,21557.5,4073.3,1852.8,1149.0,566.4,4606.9,0.0,665.5,5817.0,298.4,14450.9,55703.9,7744.6,3774.4,5161.4,1792.2,4039.0,2002.0,605.5,4453.7,0.0,832.8,0.0,603.6,0.0,0.0,0.0,0.0,0.0,0.0,978.2,511.9,892.4,530.8,1445.8,1210553.0,1192173.0,1192465.47013,261414.762699,260648.213332,522062.976032,234987.400716,236489.093387,471476.494103,60465.0,692687.976032,1069731.47013,1055191.47013,1053712.0,1493792.0,0.91216,1.125583,19.0,12.0,31.0,1327127.59991
sub-dn20_ses-06_run-01_T1w,7169.7,618.5,15090.3,52635.8,7522.6,3593.2,5103.2,2036.9,757.0,2260.7,21281.0,4068.1,1886.3,1177.0,607.4,4583.0,0.0,713.1,6015.3,319.8,14407.1,54294.0,7555.9,3749.9,5142.9,1789.2,3999.7,1999.9,618.0,4471.2,0.0,774.1,0.0,593.3,0.0,0.0,0.0,0.0,0.0,0.0,965.8,507.2,824.7,527.3,1337.6,1207994.0,1188962.0,1189227.36985,260500.286612,260681.828789,521182.115401,235128.667534,236600.58691,471729.254444,60152.0,689287.115401,1069308.36985,1054268.36985,1052798.0,1493312.0,0.891255,1.101762,12.0,10.0,22.0,1355385.24977
sub-dn20_ses-07_run-01_T1w,7115.5,601.7,15081.1,52851.7,7594.3,3575.7,5084.8,2031.0,733.2,2284.8,21155.3,4094.7,1948.3,1165.9,617.1,4663.8,0.0,684.8,5919.3,302.7,14574.1,54323.4,7332.3,3761.7,5198.7,1770.6,3996.7,2090.3,619.8,4526.9,0.0,806.0,0.0,545.3,0.0,0.0,0.0,0.0,0.0,0.0,947.6,519.3,862.3,526.2,1369.1,1209457.0,1190588.0,1190646.89978,262036.174541,259850.860465,521887.035006,235564.287073,236466.577697,472030.864769,60337.0,690359.035006,1070301.89978,1055425.89978,1054196.0,1495879.0,0.891479,1.102598,21.0,10.0,31.0,1356685.67271
sub-ha96_ses-01_run-01_T1w,8432.1,339.8,14954.2,60907.4,7122.2,3951.5,5650.1,2249.5,1143.0,1649.4,20233.1,4038.1,1752.2,1581.0,618.6,4035.6,0.0,694.6,10485.9,386.8,14168.1,60668.7,6827.7,4134.7,5502.4,2089.6,3935.0,1879.5,750.5,3969.5,0.0,620.8,0.0,1735.0,0.0,0.0,0.0,0.0,0.0,0.0,972.0,551.8,763.4,653.5,930.1,1251775.0,1227259.0,1227355.06501,285577.783411,283050.853191,568628.636603,225511.536435,224384.891972,449896.428407,60040.0,749663.636603,1100177.06501,1079850.06501,1078469.0,1562029.0,0.768124,0.958504,8.0,9.0,17.0,1629652.96675
sub-ha96_ses-02_run-01_T1w,8443.2,380.2,14741.2,59095.9,7287.7,4034.4,5730.1,2241.1,1133.5,1617.0,20053.8,3957.7,1818.5,1551.4,604.8,4158.5,0.0,697.9,10435.8,401.1,13959.5,58946.3,7025.1,4193.8,5649.3,2004.3,3854.3,1870.6,717.8,4105.0,0.0,645.2,0.0,1467.6,0.0,0.0,0.0,0.0,0.0,0.0,959.8,585.5,877.1,761.5,949.4,1248967.0,1224374.0,1224518.76363,288622.716249,286440.573982,575063.290231,222972.412149,220804.061255,443776.473404,60743.0,753128.290231,1101304.76363,1080846.76363,1079438.0,1566252.0,0.764587,0.958821,11.0,6.0,17.0,1633518.38159
sub-ha96_ses-03_run-01_T1w,8575.6,378.8,14816.1,59134.8,7172.3,3993.0,5737.9,2277.3,1120.7,1648.8,20141.5,3956.7,1775.3,1598.6,582.4,4194.0,0.0,722.1,10659.6,391.4,14281.7,59010.2,7051.7,4179.3,5633.8,2026.2,3869.0,1860.9,727.0,3931.8,0.0,638.0,0.0,1733.5,0.0,0.0,0.0,0.0,0.0,0.0,975.1,583.6,723.0,725.0,892.3,1249813.0,1224782.0,1224780.93923,288524.294308,286779.662302,575303.95661,223470.180338,220370.802287,443840.982625,60296.0,753032.95661,1101441.93923,1080634.93923,1079442.0,1565161.0,0.768852,0.962846,8.0,4.0,12.0,1625557.72103
sub-ha96_ses-04_run-01_T1w,8531.8,368.7,14704.1,59288.0,7172.9,4033.3,5785.5,2257.4,1124.4,1610.8,20188.5,3938.8,1742.6,1578.6,565.1,4089.4,0.0,691.6,10548.9,389.1,14231.9,59860.8,7159.6,4208.7,5611.1,1981.9,3887.3,1848.8,722.2,3996.0,0.0,672.6,0.0,1467.0,0.0,0.0,0.0,0.0,0.0,0.0,977.6,644.8,872.8,805.0,892.9,1245482.0,1220703.0,1220383.21793,286264.46016,284596.171436,570860.631596,222364.943671,220535.642659,442900.58633,60466.0,749694.631596,1096253.21793,1075626.21793,1074547.0,1563348.0,0.765063,0.960319,10.0,15.0,25.0,1627946.09598
sub-ha96_ses-05_run-01_T1w,8341.7,342.1,15019.1,59821.8,7195.4,4027.4,5763.9,2318.8,1096.7,1569.3,20384.1,3928.9,1766.4,1513.1,547.9,4112.0,0.0,730.3,10336.0,388.8,14265.1,60343.9,7116.6,4207.2,5648.6,2022.8,3827.0,1907.4,711.3,4055.7,0.0,689.6,0.0,1755.2,0.0,0.0,0.0,0.0,0.0,0.0,969.3,641.5,870.7,475.2,1206.9,1252341.0,1228035.0,1228228.64931,289115.164715,286080.253986,575195.418701,223487.613285,221383.617326,444871.230611,60687.0,755161.418701,1102253.64931,1081977.64931,1080560.0,1562989.0,0.773187,0.964979,11.0,18.0,29.0,1619713.4071
sub-ha96_ses-06_run-01_T1w,8337.8,365.9,14823.4,60010.1,7301.9,4045.9,5732.1,2239.7,1105.6,1620.1,20289.1,3985.5,1756.7,1578.4,604.7,4134.2,0.0,671.6,10325.3,373.1,14205.4,60120.2,7054.6,4237.7,5609.4,1994.3,3871.1,1867.9,727.8,4046.4,0.0,679.2,0.0,1621.6,0.0,0.0,0.0,0.0,0.0,0.0,996.1,637.1,891.9,797.4,924.8,1251794.0,1227456.0,1227124.58195,287463.769546,286621.464806,574085.234353,222705.585815,222308.761785,445014.3476,60702.0,754154.234353,1101510.58195,1081331.58195,1080133.0,1565655.0,0.768186,0.960792,6.0,10.0,16.0,1629545.8778
sub-ha96_ses-07_run-01_T1w,8246.6,348.5,14935.2,60025.8,7282.9,4062.5,5812.0,2305.2,1125.1,1565.4,20191.5,4002.2,1804.6,1493.9,611.9,4149.0,0.0,715.7,10300.4,360.5,14120.9,59786.4,7060.3,4238.9,5614.3,1991.1,3897.8,1891.8,709.4,4129.0,0.0,665.4,0.0,1840.2,0.0,0.0,0.0,0.0,0.0,0.0,969.5,604.6,856.2,476.5,1288.3,1259926.0,1235867.0,1235966.99957,291725.440797,289088.825296,580814.266093,224664.992322,222387.741153,447052.733475,61106.0,760966.266093,1110360.99957,1090323.99957,1088873.0,1567478.0,0.768794,0.956459,15.0,12.0,27.0,1638835.1999
sub-jy99_ses-01_run-01_T1w,6121.9,405.0,14852.4,57509.3,7478.6,3628.4,5364.7,1955.2,829.0,2213.0,20712.0,4049.0,1826.8,1106.8,559.2,4206.7,0.0,553.4,4390.9,254.6,14656.4,58859.9,7410.8,3827.5,5314.7,1777.2,4000.8,1932.2,586.3,4290.3,0.0,514.5,0.0,1468.9,0.0,0.0,0.0,0.0,0.0,0.0,960.0,456.5,767.3,778.5,726.7,1217108.0,1201594.0,1201815.06664,268618.997767,270510.750405,539129.748171,229570.400065,229041.918399,458612.318465,59665.0,715139.748171,1070308.06664,1058715.06664,1057186.0,1481127.0,0.855134,1.040632,17.0,15.0,32.0,1423295.01187
sub-sub-jy99_ses-02_run-01_T1w,6341.8,403.7,14417.0,55425.2,7551.5,3665.4,5410.2,1951.3,789.0,2169.5,19999.8,4015.7,1885.7,1097.8,560.6,4283.1,0.0,543.6,4439.0,258.9,14347.0,56802.8,7500.3,3884.3,5478.6,1734.6,4060.1,2012.4,592.4,4153.8,0.0,488.0,0.0,2820.0,0.0,0.0,0.0,0.0,0.0,0.0,939.7,426.5,706.4,681.1,880.7,1208851.0,1193048.0,1193639.6692,270889.860219,272779.338085,543669.198304,227124.469084,222844.001812,449968.470895,60054.0,716195.198304,1066866.6692,1054931.6692,1053100.0,1468983.0,0.865799,1.052109,18.0,25.0,43.0,1396226.42082
sub-jy99_ses-03_run-01_T1w,6296.0,433.6,15109.7,57759.9,7568.9,3721.7,5460.0,1955.9,776.1,2245.7,20804.5,3972.9,1812.4,1121.2,574.3,4370.3,0.0,519.9,4524.2,270.7,14562.9,59695.6,7420.5,3881.8,5442.6,1794.7,4070.5,1859.5,592.9,4194.7,0.0,480.3,0.0,3053.6,0.0,0.0,0.0,0.0,0.0,0.0,944.6,434.8,719.6,711.7,777.6,1216377.0,1200415.0,1200744.42366,271021.241824,272212.504423,543233.746247,227988.730171,223696.947242,451685.677413,59990.0,720679.746247,1068171.42366,1056155.42366,1054580.0,1477157.0,0.849487,1.031609,16.0,27.0,43.0,1431895.81289
sub-jy99_ses-04_run-01_T1w,6308.7,433.0,14934.7,58028.0,7549.1,3735.2,5519.3,1977.3,783.2,2244.5,20782.4,3987.4,1840.7,1102.3,541.3,4270.2,0.0,546.3,4522.4,259.1,14708.2,60215.9,7471.1,3890.4,5436.3,1754.5,4067.2,1792.1,573.2,4237.6,0.0,516.6,0.0,2557.9,0.0,0.0,0.0,0.0,0.0,0.0,945.4,420.8,677.5,678.6,752.9,1213268.0,1197278.0,1197589.05468,271704.929707,271513.337671,543218.267378,225730.224846,222338.562452,448068.787298,59806.0,721136.267378,1064433.05468,1052356.05468,1050782.0,1475630.0,0.85953,1.045398,16.0,32.0,48.0,1411547.98744
sub-jy99_ses-05_run-01_T1w,6292.5,420.4,15057.0,57475.6,7546.9,3705.6,5480.8,1968.8,798.9,2257.7,20747.5,4001.2,1771.7,1126.9,549.4,4307.6,0.0,530.9,4473.5,251.1,14921.9,59499.0,7684.1,3898.1,5430.6,1766.4,4022.3,1908.2,612.8,4232.8,0.0,498.2,0.0,3124.6,0.0,0.0,0.0,0.0,0.0,0.0,948.7,412.3,667.8,688.4,779.4,1211247.0,1195247.0,1195516.76176,269206.228281,269617.713939,538823.942219,228224.165149,222789.654387,451013.819536,60023.0,715700.942219,1063065.76176,1051073.76176,1049591.0,1475856.0,0.853243,1.039643,14.0,41.0,55.0,1419579.68785
sub-jy99_ses-06_run-01_T1w,6584.9,455.9,14948.9,57385.8,7493.5,3722.3,5487.0,1947.1,840.2,2289.9,20651.5,3940.9,1861.9,1163.3,575.8,4248.6,0.0,560.1,4740.5,280.8,14696.3,59291.1,7404.7,3862.2,5379.2,1775.8,4007.7,1900.8,571.3,4210.7,0.0,536.2,0.0,2658.5,0.0,0.0,0.0,0.0,0.0,0.0,965.8,423.4,714.8,767.5,762.4,1206601.0,1189871.0,1190463.60063,269921.422215,269306.201079,539227.623294,225553.855946,220998.121394,446551.97734,59616.0,715552.623294,1059197.60063,1046573.60063,1044803.0,1474194.0,0.860185,1.050951,15.0,27.0,42.0,1402723.42034
sub-sub-jy99_ses-07_run-01_T1w,6347.5,436.7,14776.4,58081.6,7628.9,3710.3,5496.7,1944.3,797.9,2265.7,20749.9,3923.0,1840.7,1153.9,547.0,4250.2,0.0,542.4,4543.5,264.6,14522.0,60317.1,7471.3,3850.4,5392.1,1778.8,4077.3,1938.3,588.0,4180.2,0.0,509.8,0.0,3041.3,0.0,0.0,0.0,0.0,0.0,0.0,944.6,423.7,665.1,426.4,1039.6,1210603.0,1194454.0,1194643.76959,269816.069913,272027.368698,541843.438611,225408.355294,221396.975684,446805.330978,59851.0,719746.438611,1061826.76959,1049689.76959,1048310.0,1478938.0,0.836117,1.021445,13.0,24.0,37.0,1447887.59889
sub-sc17_ses-01_run-01_T1w,13553.1,444.5,18775.1,66069.0,7356.1,3770.9,5465.7,2283.5,1417.6,1679.7,23776.0,3697.3,1622.0,1439.6,621.3,4624.6,0.0,852.2,13275.2,314.9,17600.5,65883.8,7196.0,3971.2,5472.4,2143.9,3860.0,1774.4,701.6,4470.9,0.0,802.4,0.0,1046.3,0.0,0.0,0.0,0.0,0.0,0.0,721.5,562.1,776.7,449.8,1218.1,1230997.0,1198031.0,1198674.11079,260106.550591,261494.349632,521600.900223,226213.874262,224137.336302,450351.210564,60560.0,713534.900223,1062454.11079,1033843.11079,1031869.0,1527054.0,0.736582,0.913731,17.0,12.0,29.0,1671229.55246
sub-sc17_ses-02_run-01_T1w,13528.6,469.9,18859.7,65980.5,7329.4,3766.1,5485.5,2341.5,1417.9,1674.3,23865.2,3635.4,1660.8,1448.3,624.5,4637.8,0.0,832.8,13260.1,304.7,17641.9,66408.1,7113.5,4009.3,5516.0,2179.8,3807.7,1796.3,690.6,4487.8,0.0,791.7,0.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,713.7,575.6,804.7,881.7,843.5,1236852.0,1203911.0,1204550.62786,263424.477443,262877.254662,526301.732105,226779.011717,224292.884032,451071.89575,60600.0,718702.732105,1067849.62786,1039301.62785,1037334.0,1527484.0,0.735215,0.907974,16.0,19.0,35.0,1682299.48541
sub-sc17_ses-03_run-01_T1w,13312.2,432.5,18906.7,65928.3,7373.7,3776.3,5535.3,2348.5,1393.5,1648.8,23855.6,3733.1,1649.1,1439.3,608.4,4653.7,0.0,799.7,13024.9,298.9,17601.7,66096.5,7238.3,4004.3,5532.7,2179.8,3841.5,1770.7,687.0,4429.8,0.0,812.7,0.0,1074.6,0.0,0.0,0.0,0.0,0.0,0.0,724.5,537.3,782.3,454.9,1200.9,1235988.0,1203618.0,1204213.18526,262728.182266,261397.011002,524125.193268,228062.482765,224857.509225,452919.99199,60849.0,716446.193268,1067375.18526,1039298.18526,1037299.0,1528156.0,0.739641,0.91448,17.0,21.0,38.0,1671064.81061
sub-sc17_ses-04_run-01_T1w,13249.1,410.7,18745.1,65349.2,7322.3,3831.8,5539.0,2395.6,1375.2,1646.8,23763.6,3702.1,1696.0,1388.9,594.3,4559.3,0.0,866.2,13032.5,286.0,17649.8,66353.0,7294.7,3984.7,5532.3,2157.7,3835.6,1817.2,700.0,4390.0,0.0,787.8,0.0,1067.0,0.0,0.0,0.0,0.0,0.0,0.0,707.7,548.3,785.7,865.6,856.9,1235233.0,1202968.0,1203478.35398,262148.16885,261381.159974,523529.328824,228227.214257,225085.810905,453313.025162,60844.0,715431.328824,1067129.35398,1039101.35399,1037176.0,1526992.0,0.735052,0.90867,32.0,20.0,52.0,1680469.20743
sub-sc17_ses-05_run-01_T1w,13135.6,407.3,18925.1,66608.4,7411.3,3760.7,5532.7,2397.2,1366.1,1645.4,23999.4,3738.2,1620.1,1443.7,639.6,4535.8,0.0,817.5,12828.4,271.4,17814.9,67771.9,7220.5,3967.6,5518.9,2205.9,3831.0,1790.7,715.8,4458.0,0.0,820.2,0.0,1073.0,0.0,0.0,0.0,0.0,0.0,0.0,720.5,590.2,758.9,442.8,1236.9,1233635.0,1201741.0,1202303.08856,260599.116517,261256.783622,521855.900139,227184.935506,223465.252914,450650.18842,60901.0,716527.900139,1062571.08856,1034930.08856,1032845.0,1525466.0,0.736816,0.911119,36.0,27.0,63.0,1674278.17191
sub-sc17_ses-06_run-01_T1w,13327.7,442.9,18693.0,66068.3,7348.9,3749.4,5519.9,2341.4,1390.6,1662.9,23855.7,3640.8,1667.6,1411.9,602.6,4611.6,0.0,821.6,13013.0,278.4,17692.3,66565.5,7161.8,3989.8,5514.4,2185.0,3821.9,1815.5,690.8,4513.9,0.0,836.7,0.0,1054.0,0.0,0.0,0.0,0.0,0.0,0.0,714.2,601.1,820.4,450.7,1245.3,1238729.0,1206382.0,1207004.48816,264349.367921,261935.265413,526284.633334,228451.570893,224812.283934,453263.854827,60676.0,719019.633334,1069693.48816,1041626.48816,1039602.0,1529943.0,0.736603,0.909771,23.0,20.0,43.0,1681678.68194
sub-sc17_ses-07_run-01_T1w,13181.2,406.2,18388.8,66835.4,7313.7,3802.3,5558.0,2349.2,1385.3,1668.4,23850.7,3705.7,1685.4,1422.3,637.0,4574.9,0.0,891.0,12930.5,250.4,17518.8,67296.0,7062.2,4005.9,5556.4,2203.6,3812.2,1821.7,711.5,4507.8,0.0,884.6,0.0,1226.7,0.0,0.0,0.0,0.0,0.0,0.0,734.7,601.6,769.9,440.8,1211.8,1239851.0,1207633.0,1208413.43794,260551.604991,261286.561906,521838.166897,231022.815519,226970.455528,457993.271047,60789.0,716078.166897,1070037.43794,1042102.43794,1039840.0,1526262.0,0.73683,0.907041,44.0,19.0,63.0,1682682.65247
sub-so70_ses-01_run-01_T1w,10801.3,437.1,15132.7,54481.3,8204.3,3461.6,5655.0,2519.9,1056.8,2022.1,22494.4,4279.3,1961.5,792.5,584.4,4664.0,0.0,707.0,4570.2,425.3,14703.7,54406.5,8034.0,3734.4,5627.4,2267.4,5062.9,1925.2,536.4,4930.1,0.0,754.5,0.0,1354.5,0.0,0.0,0.0,0.0,0.0,0.0,733.2,656.7,719.1,711.6,735.6,1229391.0,1209001.0,1209760.54702,254625.711698,249428.761076,504054.472774,253279.032969,250604.041274,503883.074243,65224.0,677093.472774,1091303.54702,1074524.54702,1072402.0,1494620.0,0.74445,0.905058,11.0,5.0,16.0,1651408.49864
sub-so70_ses-02_run-01_T1w,10602.8,463.0,15158.6,54840.4,8673.0,3543.2,5748.9,2605.9,997.7,1966.4,22679.0,4285.4,1833.4,757.7,637.1,4491.0,0.0,724.3,4442.7,442.8,14553.8,54419.2,8401.5,3792.6,5732.0,2261.3,4911.5,1952.8,587.5,4813.3,0.0,785.0,0.0,1178.3,0.0,0.0,0.0,0.0,0.0,0.0,711.6,640.9,743.6,693.2,765.0,1234632.0,1214475.0,1215393.46677,257977.170565,257036.900468,515014.071033,249530.778034,248137.617699,497668.395732,65906.0,688971.071033,1096557.46677,1079877.46677,1077670.0,1496241.0,0.750638,0.909692,20.0,7.0,27.0,1644776.85732
sub-so70_ses-03_run-01_T1w,10696.6,508.8,15211.3,54819.3,8423.5,3532.7,5783.4,2494.5,1017.3,1995.6,22906.5,4231.1,1894.9,815.6,614.7,4772.0,0.0,699.3,4494.5,461.9,14458.6,54850.0,8226.3,3807.5,5710.1,2276.9,4916.6,1955.2,569.7,4912.4,0.0,769.5,0.0,1142.8,0.0,0.0,0.0,0.0,0.0,0.0,746.7,662.3,809.8,759.5,732.5,1234137.0,1213672.0,1214626.42748,258216.737541,258221.067944,516437.805485,247945.274483,247231.347515,495176.621998,65753.0,690672.805485,1095512.42748,1078660.42748,1076413.0,1497748.0,0.754358,0.915488,11.0,4.0,15.0,1636010.30992
