Measure:volume,Left-Lateral-Ventricle,Left-Inf-Lat-Vent,Left-Cerebellum-White-Matter,Left-Cerebellum-Cortex,Left-Thalamus,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,CSF,Left-Accumbens-area,Left-VentralDC,Left-vessel,Left-choroid-plexus,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-vessel,Right-choroid-plexus,5th-Ventricle,WM-hypointensities,Left-WM-hypointensities,Right-WM-hypointensities,non-WM-hypointensities,Left-non-WM-hypointensities,Right-non-WM-hypointensities,Optic-Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior,BrainSegVol,BrainSegVolNotVent,BrainSegVolNotVentSurf,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,SupraTentorialVolNotVentVox,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol
sub-th01_ses-02_run-01_T1w,5496.9,256.5,14311.7,61726.0,9309.8,4220.4,6419.9,2449.3,949.1,1501.9,21766.1,4906.2,2143.7,1121.7,531.4,4487.8,37.6,362.9,6081.9,405.9,21905.8,60566.0,8582.2,4483.5,6616.7,2244.7,5226.2,2086.8,617.5,4532.2,30.8,407.2,0.0,825.9,0.0,0.0,0.0,0.0,0.0,218.9,990.1,600.3,964.0,899.7,1135.6,1368197.0,1352482.0,1352216.10476,288775.574112,288495.219522,577270.793634,274509.704849,272310.60628,546820.311129,69809.0,770108.793634,1208886.10476,1196631.10476,1194055.0,1928072.0,0.74525,1.050211,17.0,16.0,33.0,1835889.9956
sub-th01_ses-03_run-01_T1w,5529.0,330.9,13972.7,61398.9,9316.2,4166.6,6576.5,2288.3,1012.9,1519.7,21657.7,5041.6,2074.7,1154.5,576.6,4690.1,41.1,352.4,5931.4,423.5,20966.3,59908.9,8691.7,4564.7,6620.3,2174.8,5152.1,1912.9,648.6,4597.3,38.1,420.6,0.0,655.7,0.0,0.0,0.0,0.0,0.0,189.7,947.8,593.3,938.5,846.7,1149.2,1368351.0,1352481.0,1353005.37543,289160.924461,288303.450821,577464.375282,275643.577482,273784.422663,549428.000145,70056.0,769590.375282,1211462.37543,1199168.37543,1196296.0,1924576.0,0.741458,1.042856,15.0,21.0,36.0,1845486.10563
sub-th01_ses-04_run-01_T1w,5619.6,314.1,14406.2,62878.7,8629.2,4283.5,6683.0,2380.2,1027.0,1582.6,22076.2,5057.4,2086.5,1062.7,575.1,4910.9,36.6,399.0,6284.1,400.5,13733.6,65118.1,8534.7,4536.9,6799.1,2123.6,5128.6,2068.6,640.0,4659.8,22.0,384.7,0.0,917.9,0.0,0.0,0.0,0.0,0.0,192.3,963.4,598.1,889.1,855.3,1136.1,1370107.0,1353820.0,1353820.09159,289939.344302,289112.59076,579051.935062,274845.184894,273785.971638,548631.156532,70304.0,778251.935062,1213123.09159,1200463.09159,1197844.0,1897220.0,0.757812,1.049361,24.0,28.0,52.0,1807977.22971
sub-th01_ses-05_run-01_T1w,5382.0,307.4,14060.0,61440.6,8777.2,4302.8,6713.9,2381.6,974.6,1513.1,20800.1,5127.7,2065.8,1140.9,575.4,4668.2,33.2,346.5,5846.9,412.9,20647.8,62093.6,8879.9,4543.7,6665.9,2210.0,5129.6,2016.1,646.3,4629.6,49.6,386.9,0.0,774.1,0.0,0.0,0.0,0.0,0.0,214.9,975.4,607.0,927.1,898.6,1149.2,1380303.0,1364801.0,1364660.06791,293441.748824,291444.069841,584885.818664,277201.646469,273849.602777,551051.249247,70475.0,779812.818664,1221081.06791,1209046.06791,1206401.0,1925135.0,0.76556,1.067741,24.0,19.0,43.0,1802997.96645
sub-th01_ses-06_run-01_T1w,5441.8,264.9,13782.0,61291.3,9443.2,4200.6,6611.6,2391.6,1015.9,1510.8,21604.6,5084.1,2078.9,1051.9,544.9,4592.8,43.0,364.0,5929.7,402.7,21981.3,60973.1,8435.5,4544.0,6785.6,2308.0,5175.6,1939.0,693.0,4538.5,37.0,355.8,0.0,584.6,0.0,0.0,0.0,0.0,0.0,249.4,950.5,602.4,969.1,907.0,1179.0,1374911.0,1359270.0,1359174.56607,292938.842996,290455.526454,583394.36945,274720.893262,272944.303353,547665.196616,70329.0,776773.36945,1216232.56607,1204117.56607,1201357.0,1923541.0,0.74877,1.047551,16.0,21.0,37.0,1836226.6549
sub-th01_ses-07_run-01_T1w,5571.4,324.2,13775.8,62046.3,9330.8,4182.9,6470.5,2396.6,1028.0,1530.5,21304.8,5060.2,2081.3,1061.1,612.9,4583.1,33.7,318.4,5974.9,408.9,22418.9,60627.3,8634.8,4459.7,6749.4,2291.3,5209.9,1943.8,641.5,4508.7,24.1,457.8,0.0,713.2,0.0,0.0,0.0,0.0,0.0,232.7,972.7,604.9,1025.2,948.8,1130.3,1370571.0,1354677.0,1354485.88544,290556.828532,289868.627908,580425.45644,273229.554111,271892.874887,545122.428998,70259.0,774097.45644,1210850.88544,1198508.88544,1195845.0,1900754.0,0.745944,1.0345,21.0,24.0,45.0,1837365.44479
sub-ud92_ses-01_run-01_T1w,4577.2,387.1,14181.6,57029.8,8481.2,4291.2,5038.7,2056.5,967.6,2093.2,21089.0,4445.5,1897.6,899.4,492.0,3999.1,57.7,327.5,4472.3,408.6,13118.0,56023.2,7598.8,4178.1,5076.5,1957.2,5016.6,2000.9,612.4,4286.1,33.6,321.6,0.0,910.1,0.0,0.0,0.0,0.0,0.0,343.9,765.3,512.9,754.7,821.7,821.3,1289960.0,1276407.0,1276502.02541,277484.805907,276797.517105,554282.323011,259608.02975,259650.672645,519258.702395,62461.0,730904.323011,1148797.02541,1139026.02541,1135707.0,1824012.0,0.797571,1.127771,18.0,8.0,26.0,1617360.95517
sub-ud92_ses-02_run-01_T1w,4494.7,371.4,14186.1,57604.7,7854.8,4346.7,5098.7,2047.8,968.4,2138.8,21345.4,4567.6,1855.9,846.4,515.9,4183.6,58.7,335.4,4257.6,428.4,12478.9,57035.2,7688.5,4333.2,4969.9,1938.2,5069.4,1907.7,593.2,4333.2,22.0,291.6,0.0,826.9,0.0,0.0,0.0,0.0,0.0,341.1,794.5,495.8,771.8,776.9,797.2,1296778.0,1283580.0,1283636.63031,281277.727861,280368.969858,561646.697718,259225.771554,259329.161042,518554.932596,62416.0,739612.697718,1154601.63031,1145171.63031,1142371.0,1817515.0,0.810114,1.135426,9.0,14.0,23.0,1600734.5653
sub-ud92_ses-03_run-01_T1w,4844.7,455.3,14258.1,57002.3,8063.2,4289.2,5048.5,1932.6,976.0,2149.7,21065.7,4458.9,1866.3,904.1,518.2,4131.8,78.3,314.9,4487.4,445.5,12622.6,56635.3,7541.7,4313.6,4885.2,1960.6,4940.4,1978.4,593.9,4206.2,29.6,324.3,0.0,822.3,0.0,0.0,0.0,0.0,0.0,342.7,766.0,489.2,776.1,761.7,803.2,1281261.0,1267269.0,1267521.46226,274350.913745,275683.342202,550034.255947,256602.949701,258719.256614,515322.206315,61831.0,726257.255947,1139847.46226,1129725.46226,1126756.0,1807353.0,0.799682,1.128035,13.0,14.0,27.0,1602213.73721
sub-ud92_ses-04_run-01_T1w,4886.3,447.4,13145.0,57025.6,8027.0,4386.2,5058.7,1956.9,1023.8,2190.4,20986.7,4495.7,1688.3,873.5,493.9,4483.6,61.7,383.1,4561.1,417.4,12293.4,57196.3,7563.6,4230.9,4914.2,1902.6,4957.6,1892.2,546.7,4298.7,31.7,318.5,0.0,803.2,0.0,0.0,0.0,0.0,0.0,366.4,784.5,487.4,686.2,840.1,779.2,1284961.0,1270763.0,1270883.2286,276686.561191,275597.399391,552283.960583,257224.827745,260128.440271,517353.268016,61991.0,729308.960583,1144273.2286,1134006.2286,1131303.0,1833710.0,0.737468,1.052407,14.0,9.0,23.0,1742396.03629
sub-ud92_ses-05_run-01_T1w,4801.9,455.3,13391.8,57119.1,8219.3,4393.2,4908.3,1925.9,1001.7,2116.0,20756.1,4511.5,1945.3,943.6,531.6,4313.6,71.5,395.1,4517.7,476.7,13047.5,56829.0,7595.5,4147.3,5079.6,1858.6,4830.6,1869.6,551.1,4522.2,26.2,372.2,0.0,857.0,0.0,0.0,0.0,0.0,0.0,280.7,770.4,491.4,704.8,745.6,827.0,1281429.0,1267262.0,1267535.61443,274664.316106,272974.890136,547639.206241,258801.956873,258674.451318,517476.408191,62250.0,724741.206241,1140244.61443,1129978.61443,1126896.0,1827215.0,0.792699,1.130324,16.0,24.0,40.0,1616540.20998
sub-ud92_ses-06_run-01_T1w,4584.2,390.0,14187.7,58657.0,8679.5,4349.3,4585.5,1972.7,967.2,2120.7,21260.0,4463.1,1790.8,932.3,488.9,4304.1,51.2,348.3,4417.6,448.8,13302.6,57004.6,7471.6,4155.6,4951.7,1846.1,4905.5,1855.8,597.4,4470.8,36.2,266.6,0.0,999.9,0.0,0.0,0.0,0.0,0.0,357.1,799.5,503.1,754.6,782.5,812.7,1292793.0,1279227.0,1279237.16636,277945.617009,273832.205791,551777.8228,259917.349318,262564.99424,522482.343559,61876.0,730230.8228,1148571.16636,1138889.16636,1135893.0,1813155.0,0.730979,1.025205,21.0,31.0,52.0,1768577.98561
sub-ud92_ses-07_run-01_T1w,4602.7,429.6,14178.2,57194.6,8303.7,4349.4,4937.8,2136.5,982.7,2100.7,20867.4,4452.1,1854.0,934.5,473.4,4157.4,43.2,352.9,4355.6,407.2,12751.8,55257.4,7558.7,4269.7,5007.0,1920.9,4900.8,1948.4,566.8,4231.6,28.8,308.4,0.0,821.2,0.0,0.0,0.0,0.0,0.0,327.4,781.0,494.3,751.7,831.1,810.8,1284745.0,1271249.0,1271495.22632,275510.932191,271287.924728,546798.85692,260643.863274,262577.506129,523221.369402,62156.0,722386.85692,1144318.22632,1134632.22632,1131685.0,1832719.0,0.795118,1.134255,21.0,20.0,41.0,1615790.90815
sub-xp38_ses-01_run-01_T1w,10577.4,353.5,13546.5,50444.9,7866.4,3606.8,5033.1,1866.3,1080.6,2544.3,20966.7,3678.7,1347.6,1089.0,343.9,4097.0,17.8,726.2,11124.9,261.4,12756.8,53674.3,7070.5,3783.0,5295.4,1888.0,3841.3,1573.3,644.8,4027.3,14.9,715.1,0.0,692.8,0.0,0.0,0.0,0.0,0.0,242.2,1041.4,772.1,544.7,509.6,860.8,1167170.0,1139450.0,1138721.23627,235428.039817,238260.137492,473688.177309,237932.884563,239816.174397,477749.05896,56967.0,636507.177309,1033757.23627,1010571.23627,1008938.0,1637631.0,0.81634,1.145388,10.0,9.0,19.0,1429760.33704
sub-xp38_ses-02_run-01_T1w,10438.0,361.8,13190.4,49059.7,7258.9,3591.4,5104.6,2174.4,1084.0,2498.6,20847.2,3713.9,1359.8,1049.8,470.2,3973.6,16.2,620.1,10998.4,295.2,13657.7,52250.7,7148.4,3733.1,5362.2,1966.8,3776.6,1545.9,656.3,4117.7,14.5,568.4,0.0,487.4,0.0,0.0,0.0,0.0,0.0,231.8,1096.7,814.4,846.7,562.4,884.8,1163089.0,1135783.0,1135542.28585,236867.77858,235969.923624,472837.702204,239906.023952,238017.55969,477923.583642,56864.0,632461.702204,1032481.28585,1009690.28585,1007725.0,1620223.0,0.830047,1.156284,18.0,8.0,26.0,1401233.3174
sub-xp38_ses-03_run-01_T1w,10734.1,401.2,13273.8,49777.6,6988.2,3642.8,5186.9,2125.2,1063.2,2576.1,20452.5,3679.7,1374.2,1061.7,406.7,4184.6,23.1,750.8,11262.3,289.5,13178.2,54088.3,7155.7,3785.3,5234.4,1959.2,3715.6,1489.7,585.0,3993.1,23.9,664.8,0.0,578.3,0.0,0.0,0.0,0.0,0.0,255.2,1043.9,729.8,532.7,509.8,871.5,1160017.0,1131865.0,1131633.08077,233683.653335,235279.038287,468962.691623,237552.474488,238809.914664,476362.389153,56431.0,630730.691623,1027267.08078,1003713.08078,1001781.0,1623603.0,0.818438,1.145517,21.0,12.0,33.0,1417354.3804
sub-xp38_ses-04_run-01_T1w,10880.8,364.9,13256.5,49387.7,7090.7,3648.7,5164.3,2057.9,1069.5,2589.0,20795.1,3716.1,1453.3,1064.9,469.3,4263.2,16.1,791.4,11362.0,310.1,12900.4,52576.7,7319.9,3751.8,5294.8,1845.7,3773.5,1554.5,629.8,4040.0,16.1,676.0,0.0,590.6,0.0,0.0,0.0,0.0,0.0,243.8,1064.0,702.5,728.8,652.5,825.8,1154281.0,1125703.0,1125469.77687,232801.492725,233057.038607,465858.531332,237809.945946,237285.299588,475095.245535,57006.0,626089.531332,1023743.77687,999770.776867,998018.0,1616459.0,0.843147,1.180746,8.0,12.0,20.0,1369015.20816
sub-xp38_ses-05_run-01_T1w,10327.1,299.0,13067.2,49841.8,7097.6,3655.1,5322.0,2148.5,982.8,2479.7,20852.5,3632.9,1454.7,1062.9,566.2,4091.8,12.8,757.7,10864.5,279.1,12398.6,54289.6,7207.9,3786.1,5298.1,2000.8,3748.7,1664.4,613.6,4126.4,24.0,641.1,0.0,416.9,0.0,0.0,0.0,0.0,0.0,237.9,1057.9,736.7,648.4,577.8,866.3,1164721.0,1137615.0,1137286.04573,237128.534627,236822.674949,473951.209575,238689.359452,238415.476698,477104.83615,57336.0,636619.209575,1032950.04572,1010241.04572,1008547.0,1621226.0,0.853315,1.187767,24.0,14.0,38.0,1364936.62605
sub-xp38_ses-06_run-01_T1w,10545.7,369.0,13233.2,49835.9,7151.8,3656.8,5133.2,2120.4,949.6,2576.5,21362.0,3642.7,1329.2,1077.9,451.1,4193.2,19.4,639.7,11121.0,273.8,13446.2,53014.7,7359.8,3767.1,5168.7,1890.5,3804.2,1428.1,651.1,4030.6,22.9,591.8,0.0,565.4,0.0,0.0,0.0,0.0,0.0,244.8,1077.0,772.2,721.9,641.3,793.1,1162727.0,1135178.0,1135066.52612,237222.784488,236715.350245,473938.134733,237476.497299,237721.894088,475198.391387,56708.0,635048.134733,1030962.52612,1007840.52612,1005774.0,1612908.0,0.840737,1.16625,4.0,6.0,10.0,1382986.09883
sub-xp38_ses-07_run-01_T1w,10536.7,401.4,13377.9,49842.3,6948.0,3692.2,5103.8,2187.6,1076.0,2564.4,20813.0,3658.5,1519.6,1068.4,476.4,4179.8,18.8,677.9,10926.8,264.1,13361.3,53193.6,7191.9,3826.9,5194.5,1859.7,3869.2,1479.3,651.9,4115.8,19.3,650.2,0.0,620.8,0.0,0.0,0.0,0.0,0.0,245.2,1053.7,757.7,765.2,631.2,852.9,1161617.0,1134047.0,1133617.94341,236007.147083,235405.787875,471412.934958,238094.603593,238297.404855,476392.008448,56676.0,632293.934958,1029423.94341,1006466.94341,1004733.0,1607036.0,0.833153,1.152623,9.0,15.0,24.0,1394242.32637
sub-xs62_ses-01_run-01_T1w,7723.8,405.8,13406.6,63333.7,8074.1,3938.8,5087.1,1928.6,854.8,1238.5,18574.8,4068.5,1602.7,1097.5,437.5,3854.0,30.0,371.4,5889.0,665.1,23492.2,55217.0,7001.0,4057.6,5193.5,1721.4,4523.9,1824.1,575.5,3975.2,35.6,377.1,0.0,872.9,0.0,0.0,0.0,0.0,0.0,190.1,903.1,568.4,528.3,434.1,805.5,1263219.0,1245551.0,1244894.03547,281135.642844,282487.275724,563622.918568,234548.659577,231402.457322,465951.116899,58743.0,742827.918568,1106163.03547,1091538.03547,1088851.0,1717210.0,0.743841,1.011172,17.0,15.0,32.0,1698237.247
sub-xs62_ses-02_run-01_T1w,8065.4,434.6,13369.1,63523.2,7931.8,3892.6,4619.3,2054.0,825.6,1285.5,18100.6,3994.0,1524.7,1046.2,432.2,3937.0,20.8,360.2,6231.0,695.2,23515.2,56855.6,7041.2,4096.9,5189.3,1663.0,4479.0,1732.5,567.5,3995.0,46.2,435.2,0.0,761.3,0.0,0.0,0.0,0.0,0.0,244.2,908.1,538.1,545.8,432.0,829.3,1256957.0,1238301.0,1238267.84822,274204.23214,278121.374686,552325.606826,236441.591637,233728.649754,470170.241391,58049.0,731791.606826,1099282.84822,1083677.84822,1080439.0,1679869.0,0.74207,0.991744,22.0,22.0,44.0,1693853.19568
sub-xs62_ses-03_run-01_T1w,8135.0,433.4,13437.0,63707.2,7878.4,3964.8,4982.6,2174.7,845.3,1312.2,18710.3,3952.3,1623.5,1127.2,408.8,3891.3,26.6,393.2,6234.6,675.4,13585.2,64374.1,7179.5,4120.2,5333.4,1706.2,4472.5,1751.2,580.6,3952.3,25.9,544.7,0.0,649.2,0.0,0.0,0.0,0.0,0.0,193.7,892.7,558.5,528.3,435.6,847.3,1253887.0,1234792.0,1234873.74644,276051.050705,279983.542114,556034.592819,233134.913083,231483.24054,464618.153623,58924.0,744453.592819,1098365.74644,1082490.74644,1079357.0,1687299.0,0.738465,0.993719,27.0,10.0,37.0,1697963.74785
sub-xs62_ses-04_run-01_T1w,8315.7,427.0,13467.4,62142.1,8680.0,3940.8,4363.3,2084.7,833.9,1263.8,18866.6,4009.0,1570.4,1081.3,510.0,3915.1,34.5,328.3,6233.8,677.8,21319.6,57182.0,7484.7,4104.5,5321.4,1680.5,4350.7,1793.2,603.7,3931.7,25.5,475.7,0.0,660.5,0.0,0.0,0.0,0.0,0.0,240.8,883.5,561.9,483.8,445.0,839.4,1251048.0,1231927.0,1231929.00932,274588.39684,277292.919839,551881.316679,233930.301535,232146.391111,466076.692646,59281.0,731561.316679,1096169.00932,1080206.00932,1077083.0,1698201.0,0.733572,0.995767,19.0,14.0,33.0,1705420.21428
sub-xs62_ses-05_run-01_T1w,8257.9,434.6,13212.8,61663.6,8273.4,4004.8,4878.1,2326.8,837.3,1368.0,18248.3,3901.8,1619.3,1081.7,459.8,3874.1,31.4,464.3,6262.9,711.6,22021.1,56620.5,7170.8,4170.7,5398.0,1794.4,4460.9,1716.3,618.1,3993.6,36.3,521.1,0.0,600.5,0.0,0.0,0.0,0.0,0.0,199.6,881.7,535.1,504.6,436.9,840.1,1247361.0,1228037.0,1228341.01352,272328.171748,278022.132302,550350.304049,232093.620541,232541.088932,464634.709473,59633.0,729215.304049,1093419.01352,1077285.01352,1074170.0,1698280.0,0.732775,0.997672,26.0,31.0,57.0,1702241.98783
sub-xs62_ses-06_run-01_T1w,8296.9,424.2,14204.5,62644.8,7876.2,3891.4,4763.9,2217.5,827.0,1272.3,18429.2,3998.1,1513.0,1129.2,425.3,3801.1,26.8,334.0,6412.8,692.6,22341.2,56394.5,7547.8,4099.2,5284.4,1782.9,4503.5,1705.6,566.6,4000.3,22.5,381.0,0.0,645.4,0.0,0.0,0.0,0.0,0.0,203.0,910.1,566.3,514.3,447.6,800.5,1246227.0,1227015.0,1226986.80337,272977.546768,276034.008761,549011.555529,233054.82313,229513.424706,462568.247836,58835.0,728462.555529,1089680.80337,1073666.80337,1070319.0,1705986.0,0.732983,1.003395,22.0,17.0,39.0,1700212.93646
sub-xs62_ses-07_run-01_T1w,8340.0,419.4,14065.5,63352.3,8043.5,3934.2,5177.3,2009.6,822.3,1318.7,18977.4,4023.2,1630.3,1054.7,482.7,3911.7,33.3,424.7,6283.3,726.5,13820.5,63630.3,7267.3,4141.3,5292.8,1705.3,4450.5,1791.9,545.3,3941.2,28.7,452.4,0.0,644.3,0.0,0.0,0.0,0.0,0.0,236.1,888.9,560.6,476.9,461.2,836.2,1257157.0,1237919.0,1238013.70749,277413.958517,280651.361284,558065.319801,233252.003881,231863.383803,465115.387684,59166.0,746176.319801,1101690.70749,1085523.70749,1082096.0,1696332.0,0.741505,1.000543,20.0,14.0,34.0,1695411.93015
